start,destination,km,price
Parel,Goregaon,3,5
Parel,Sandhurst Road,25,15
Parel,Dombivli,4,5
Parel,Vikhroli,5,5
Parel,Kurla,24,15
Parel,Grant Road,31,15
Parel,Santacruz,14,10
Parel,Byculla,16,10
Parel,Wadala Road,3,5
Parel,Marine Lines,40,20
Parel,Dockyard Road,14,10
Parel,Ghatkopar,45,20
Parel,Mulund,17,10
Parel,Nahur,50,20
Parel,Thakurli,15,10
Parel,Chunabhatti,32,15
Parel,Mahalaxmi,37,20
Parel,Currey Road,48,20
Parel,Bhayandar,32,15
Parel,Matunga Road,21,15
Parel,Malad,43,20
Parel,Chhatrapati Shivaji Maharaj Terminus,44,20
Parel,Kopar,8,5
Parel,Vile Parle,42,20
Parel,Chinchpokli,1,5
Parel,Kalyan Junction,5,5
Parel,Lower Parel,23,15
Parel,Masjid,2,5
Parel,Mira Road,12,10
Parel,Andheri,13,10
Parel,Mumbra,12,10
Parel,Tilak Nagar,40,20
Parel,Sion,35,15
Parel,Dahisar,1,5
Parel,Prabhadevi,43,20
Parel,Chembur,35,15
Parel,Sanpada,37,20
Parel,Kanjur Marg,29,15
Parel,Charni Road,15,10
Parel,Diva Junction,16,10
Parel,Ram Mandir,42,20
Parel,Matunga,16,10
Parel,Mankhurd,15,10
Parel,Borivali,8,5
Parel,Guru Tegh Bahadur Nagar,32,15
Parel,Mumbai Central,16,10
Parel,Bandra,31,15
Parel,Sewri,48,20
Parel,Vidyavihar,21,15
Parel,Khar Road,24,15
Parel,Kandivli,2,5
Parel,Jogeshwari,16,10
Parel,Cotton Green,15,10
Parel,Panvel,28,15
Parel,Bhandup,36,20
Parel,Naigaon,1,5
Parel,Churchgate,6,5
Parel,Vashi,19,10
Parel,Kalwa,9,5
Parel,Reay Road,37,20
Parel,Mahim Junction,41,20
Parel,Thane,17,10
Parel,Nallasopara,19,10
Parel,Vasai Road,12,10
Parel,Virar,13,10
Chembur,Dadar,6,5
Chembur,Goregaon,33,15
Chembur,Sandhurst Road,9,5
Chembur,Dombivli,32,15
Chembur,Vikhroli,39,20
Chembur,Kurla,8,5
Chembur,Grant Road,47,20
Chembur,Santacruz,48,20
Chembur,Byculla,50,20
Chembur,Wadala Road,37,20
Chembur,Marine Lines,24,15
Chembur,Dockyard Road,48,20
Chembur,Ghatkopar,41,20
Chembur,Mulund,1,5
Chembur,Nahur,34,15
Chembur,Thakurli,49,20
Chembur,Chunabhatti,16,10
Chembur,Mahalaxmi,21,15
Chembur,Currey Road,32,15
Chembur,Bhayandar,16,10
Chembur,Matunga Road,15,10
Chembur,Malad,27,15
Chembur,Chhatrapati Shivaji Maharaj Terminus,42,20
Chembur,Kopar,28,15
Chembur,Vile Parle,44,20
Chembur,Chinchpokli,35,15
Chembur,Kalyan Junction,39,20
Chembur,Lower Parel,13,10
Chembur,Masjid,36,20
Chembur,Mira Road,46,20
Chembur,Andheri,47,20
Chembur,Mumbra,28,15
Chembur,Tilak Nagar,24,15
Chembur,Sion,1,5
Chembur,Dahisar,17,10
Chembur,Prabhadevi,27,15
Chembur,Parel,35,15
Chembur,Sanpada,49,20
Chembur,Kanjur Marg,13,10
Chembur,Charni Road,31,15
Chembur,Diva Junction,50,20
Chembur,Ram Mandir,26,15
Chembur,Matunga,20,10
Chembur,Mankhurd,21,15
Chembur,Borivali,42,20
Chembur,Guru Tegh Bahadur Nagar,16,10
Chembur,Mumbai Central,50,20
Chembur,Bandra,15,10
Chembur,Sewri,32,15
Chembur,Vidyavihar,5,5
Chembur,Khar Road,12,10
Chembur,Kandivli,36,20
Chembur,Jogeshwari,50,20
Chembur,Cotton Green,21,15
Chembur,Panvel,8,5
Chembur,Bhandup,50,20
Chembur,Naigaon,35,15
Chembur,Churchgate,22,15
Chembur,Vashi,17,10
Chembur,Kalwa,27,15
Chembur,Reay Road,49,20
Chembur,Mahim Junction,45,20
Chembur,Thane,1,5
Chembur,Nallasopara,3,5
Chembur,Vasai Road,46,20
Chembur,Virar,47,20
Sanpada,Dadar,4,5
Sanpada,Goregaon,35,15
Sanpada,Sandhurst Road,11,10
Sanpada,Dombivli,34,15
Sanpada,Vikhroli,41,20
Sanpada,Kurla,10,10
Sanpada,Grant Road,45,20
Sanpada,Santacruz,50,20
Sanpada,Byculla,2,5
Sanpada,Wadala Road,39,20
Sanpada,Marine Lines,26,15
Sanpada,Dockyard Road,50,20
Sanpada,Ghatkopar,43,20
Sanpada,Mulund,3,5
Sanpada,Nahur,36,20
Sanpada,Thakurli,1,5
Sanpada,Chunabhatti,18,10
Sanpada,Mahalaxmi,23,15
Sanpada,Currey Road,34,15
Sanpada,Bhayandar,18,10
Sanpada,Matunga Road,35,15
Sanpada,Malad,29,15
Sanpada,Chhatrapati Shivaji Maharaj Terminus,8,5
Sanpada,Kopar,30,15
Sanpada,Vile Parle,46,20
Sanpada,Chinchpokli,15,10
Sanpada,Kalyan Junction,41,20
Sanpada,Lower Parel,15,10
Sanpada,Masjid,38,20
Sanpada,Mira Road,48,20
Sanpada,Andheri,49,20
Sanpada,Mumbra,26,15
Sanpada,Tilak Nagar,26,15
Sanpada,Sion,3,5
Sanpada,Dahisar,15,10
Sanpada,Prabhadevi,29,15
Sanpada,Parel,37,20
Sanpada,Chembur,49,20
Sanpada,Kanjur Marg,15,10
Sanpada,Charni Road,29,15
Sanpada,Diva Junction,2,5
Sanpada,Ram Mandir,28,15
Sanpada,Matunga,30,15
Sanpada,Mankhurd,23,15
Sanpada,Borivali,44,20
Sanpada,Guru Tegh Bahadur Nagar,18,10
Sanpada,Mumbai Central,2,5
Sanpada,Bandra,17,10
Sanpada,Sewri,34,15
Sanpada,Vidyavihar,7,5
Sanpada,Khar Road,38,20
Sanpada,Kandivli,38,20
Sanpada,Jogeshwari,2,5
Sanpada,Cotton Green,29,15
Sanpada,Panvel,42,20
Sanpada,Bhandup,2,5
Sanpada,Naigaon,37,20
Sanpada,Churchgate,20,10
Sanpada,Vashi,19,10
Sanpada,Kalwa,29,15
Sanpada,Reay Road,1,5
Sanpada,Mahim Junction,47,20
Sanpada,Thane,3,5
Sanpada,Nallasopara,5,5
Sanpada,Vasai Road,48,20
Sanpada,Virar,49,20
Kanjur Marg,Dadar,18,10
Kanjur Marg,Goregaon,31,15
Kanjur Marg,Sandhurst Road,47,20
Kanjur Marg,Dombivli,32,15
Kanjur Marg,Vikhroli,25,15
Kanjur Marg,Kurla,46,20
Kanjur Marg,Grant Road,9,5
Kanjur Marg,Santacruz,36,20
Kanjur Marg,Byculla,14,10
Kanjur Marg,Wadala Road,27,15
Kanjur Marg,Marine Lines,40,20
Kanjur Marg,Dockyard Road,16,10
Kanjur Marg,Ghatkopar,23,15
Kanjur Marg,Mulund,39,20
Kanjur Marg,Nahur,22,15
Kanjur Marg,Thakurli,15,10
Kanjur Marg,Chunabhatti,4,5
Kanjur Marg,Mahalaxmi,9,5
Kanjur Marg,Currey Road,32,15
Kanjur Marg,Bhayandar,48,20
Kanjur Marg,Matunga Road,49,20
Kanjur Marg,Malad,15,10
Kanjur Marg,Chhatrapati Shivaji Maharaj Terminus,22,15
Kanjur Marg,Kopar,36,20
Kanjur Marg,Vile Parle,20,10
Kanjur Marg,Chinchpokli,29,15
Kanjur Marg,Kalyan Junction,27,15
Kanjur Marg,Lower Parel,1,5
Kanjur Marg,Masjid,24,15
Kanjur Marg,Mira Road,18,10
Kanjur Marg,Andheri,17,10
Kanjur Marg,Mumbra,40,20
Kanjur Marg,Tilak Nagar,40,20
Kanjur Marg,Sion,13,10
Kanjur Marg,Dahisar,29,15
Kanjur Marg,Prabhadevi,15,10
Kanjur Marg,Parel,29,15
Kanjur Marg,Chembur,13,10
Kanjur Marg,Sanpada,15,10
Kanjur Marg,Charni Road,43,20
Kanjur Marg,Diva Junction,14,10
Kanjur Marg,Ram Mandir,38,20
Kanjur Marg,Matunga,44,20
Kanjur Marg,Mankhurd,43,20
Kanjur Marg,Borivali,22,15
Kanjur Marg,Guru Tegh Bahadur Nagar,48,20
Kanjur Marg,Mumbai Central,14,10
Kanjur Marg,Bandra,49,20
Kanjur Marg,Sewri,20,10
Kanjur Marg,Vidyavihar,9,5
Kanjur Marg,Khar Road,2,5
Kanjur Marg,Kandivli,28,15
Kanjur Marg,Jogeshwari,14,10
Kanjur Marg,Cotton Green,43,20
Kanjur Marg,Panvel,6,5
Kanjur Marg,Bhandup,14,10
Kanjur Marg,Naigaon,29,15
Kanjur Marg,Churchgate,34,15
Kanjur Marg,Vashi,47,20
Kanjur Marg,Kalwa,37,20
Kanjur Marg,Reay Road,15,10
Kanjur Marg,Mahim Junction,19,10
Kanjur Marg,Thane,39,20
Kanjur Marg,Nallasopara,41,20
Kanjur Marg,Vasai Road,34,15
Kanjur Marg,Virar,17,10
Charni Road,Dadar,26,15
Charni Road,Goregaon,13,10
Charni Road,Sandhurst Road,39,20
Charni Road,Dombivli,12,10
Charni Road,Vikhroli,19,10
Charni Road,Kurla,38,20
Charni Road,Grant Road,35,15
Charni Road,Santacruz,28,15
Charni Road,Byculla,30,15
Charni Road,Wadala Road,17,10
Charni Road,Marine Lines,4,5
Charni Road,Dockyard Road,28,15
Charni Road,Ghatkopar,21,15
Charni Road,Mulund,31,15
Charni Road,Nahur,14,10
Charni Road,Thakurli,29,15
Charni Road,Chunabhatti,46,20
Charni Road,Mahalaxmi,1,5
Charni Road,Currey Road,12,10
Charni Road,Bhayandar,46,20
Charni Road,Matunga Road,45,20
Charni Road,Malad,7,5
Charni Road,Chhatrapati Shivaji Maharaj Terminus,22,15
Charni Road,Kopar,8,5
Charni Road,Vile Parle,24,15
Charni Road,Chinchpokli,15,10
Charni Road,Kalyan Junction,19,10
Charni Road,Lower Parel,43,20
Charni Road,Masjid,16,10
Charni Road,Mira Road,26,15
Charni Road,Andheri,27,15
Charni Road,Mumbra,4,5
Charni Road,Tilak Nagar,4,5
Charni Road,Sion,31,15
Charni Road,Dahisar,15,10
Charni Road,Prabhadevi,7,5
Charni Road,Parel,15,10
Charni Road,Chembur,31,15
Charni Road,Sanpada,29,15
Charni Road,Kanjur Marg,43,20
Charni Road,Diva Junction,30,15
Charni Road,Ram Mandir,6,5
Charni Road,Matunga,50,20
Charni Road,Mankhurd,1,5
Charni Road,Borivali,22,15
Charni Road,Guru Tegh Bahadur Nagar,46,20
Charni Road,Mumbai Central,30,15
Charni Road,Bandra,45,20
Charni Road,Sewri,12,10
Charni Road,Vidyavihar,35,15
Charni Road,Khar Road,42,20
Charni Road,Kandivli,16,10
Charni Road,Jogeshwari,30,15
Charni Road,Cotton Green,1,5
Charni Road,Panvel,38,20
Charni Road,Bhandup,30,15
Charni Road,Naigaon,15,10
Charni Road,Churchgate,10,10
Charni Road,Vashi,47,20
Charni Road,Kalwa,7,5
Charni Road,Reay Road,29,15
Charni Road,Mahim Junction,25,15
Charni Road,Thane,31,15
Charni Road,Nallasopara,33,15
Charni Road,Vasai Road,26,15
Charni Road,Virar,27,15
Diva Junction,Dadar,5,5
Diva Junction,Goregaon,18,10
Diva Junction,Sandhurst Road,10,10
Diva Junction,Dombivli,19,10
Diva Junction,Vikhroli,40,20
Diva Junction,Kurla,9,5
Diva Junction,Grant Road,46,20
Diva Junction,Santacruz,49,20
Diva Junction,Byculla,1,5
Diva Junction,Wadala Road,14,10
Diva Junction,Marine Lines,25,15
Diva Junction,Dockyard Road,49,20
Diva Junction,Ghatkopar,10,10
Diva Junction,Mulund,2,5
Diva Junction,Nahur,35,15
Diva Junction,Thakurli,50,20
Diva Junction,Chunabhatti,17,10
Diva Junction,Mahalaxmi,22,15
Diva Junction,Currey Road,19,10
Diva Junction,Bhayandar,17,10
Diva Junction,Matunga Road,36,20
Diva Junction,Malad,28,15
Diva Junction,Chhatrapati Shivaji Maharaj Terminus,9,5
Diva Junction,Kopar,23,15
Diva Junction,Vile Parle,7,5
Diva Junction,Chinchpokli,16,10
Diva Junction,Kalyan Junction,40,20
Diva Junction,Lower Parel,38,20
Diva Junction,Masjid,37,20
Diva Junction,Mira Road,47,20
Diva Junction,Andheri,48,20
Diva Junction,Mumbra,27,15
Diva Junction,Tilak Nagar,25,15
Diva Junction,Sion,50,20
Diva Junction,Dahisar,16,10
Diva Junction,Prabhadevi,28,15
Diva Junction,Parel,16,10
Diva Junction,Chembur,50,20
Diva Junction,Sanpada,2,5
Diva Junction,Kanjur Marg,14,10
Diva Junction,Charni Road,30,15
Diva Junction,Ram Mandir,27,15
Diva Junction,Matunga,31,15
Diva Junction,Mankhurd,30,15
Diva Junction,Borivali,43,20
Diva Junction,Guru Tegh Bahadur Nagar,17,10
Diva Junction,Mumbai Central,1,5
Diva Junction,Bandra,16,10
Diva Junction,Sewri,33,15
Diva Junction,Vidyavihar,6,5
Diva Junction,Khar Road,39,20
Diva Junction,Kandivli,37,20
Diva Junction,Jogeshwari,1,5
Diva Junction,Cotton Green,30,15
Diva Junction,Panvel,43,20
Diva Junction,Bhandup,1,5
Diva Junction,Naigaon,36,20
Diva Junction,Churchgate,21,15
Diva Junction,Vashi,34,15
Diva Junction,Kalwa,24,15
Diva Junction,Reay Road,2,5
Diva Junction,Mahim Junction,6,5
Diva Junction,Thane,2,5
Diva Junction,Nallasopara,4,5
Diva Junction,Vasai Road,47,20
Diva Junction,Virar,48,20
Ram Mandir,Dadar,31,15
Ram Mandir,Goregaon,44,20
Ram Mandir,Sandhurst Road,34,15
Ram Mandir,Dombivli,45,20
Ram Mandir,Vikhroli,14,10
Ram Mandir,Kurla,33,15
Ram Mandir,Grant Road,22,15
Ram Mandir,Santacruz,23,15
Ram Mandir,Byculla,27,15
Ram Mandir,Wadala Road,40,20
Ram Mandir,Marine Lines,49,20
Ram Mandir,Dockyard Road,23,15
Ram Mandir,Ghatkopar,36,20
Ram Mandir,Mulund,26,15
Ram Mandir,Nahur,9,5
Ram Mandir,Thakurli,28,15
Ram Mandir,Chunabhatti,41,20
Ram Mandir,Mahalaxmi,46,20
Ram Mandir,Currey Road,45,20
Ram Mandir,Bhayandar,41,20
Ram Mandir,Matunga Road,12,10
Ram Mandir,Malad,2,5
Ram Mandir,Chhatrapati Shivaji Maharaj Terminus,35,15
Ram Mandir,Kopar,49,20
Ram Mandir,Vile Parle,33,15
Ram Mandir,Chinchpokli,42,20
Ram Mandir,Kalyan Junction,14,10
Ram Mandir,Lower Parel,14,10
Ram Mandir,Masjid,11,10
Ram Mandir,Mira Road,31,15
Ram Mandir,Andheri,22,15
Ram Mandir,Mumbra,3,5
Ram Mandir,Tilak Nagar,49,20
Ram Mandir,Sion,26,15
Ram Mandir,Dahisar,42,20
Ram Mandir,Prabhadevi,2,5
Ram Mandir,Parel,42,20
Ram Mandir,Chembur,26,15
Ram Mandir,Sanpada,28,15
Ram Mandir,Kanjur Marg,38,20
Ram Mandir,Charni Road,6,5
Ram Mandir,Diva Junction,27,15
Ram Mandir,Matunga,7,5
Ram Mandir,Mankhurd,6,5
Ram Mandir,Borivali,35,15
Ram Mandir,Guru Tegh Bahadur Nagar,11,10
Ram Mandir,Mumbai Central,27,15
Ram Mandir,Bandra,12,10
Ram Mandir,Sewri,7,5
Ram Mandir,Vidyavihar,30,15
Ram Mandir,Khar Road,15,10
Ram Mandir,Kandivli,11,10
Ram Mandir,Jogeshwari,25,15
Ram Mandir,Cotton Green,6,5
Ram Mandir,Panvel,19,10
Ram Mandir,Bhandup,27,15
Ram Mandir,Naigaon,42,20
Ram Mandir,Churchgate,47,20
Ram Mandir,Vashi,10,10
Ram Mandir,Kalwa,50,20
Ram Mandir,Reay Road,28,15
Ram Mandir,Mahim Junction,32,15
Ram Mandir,Thane,26,15
Ram Mandir,Nallasopara,28,15
Ram Mandir,Vasai Road,21,15
Ram Mandir,Virar,22,15
Matunga,Dadar,25,15
Matunga,Goregaon,14,10
Matunga,Sandhurst Road,40,20
Matunga,Dombivli,13,10
Matunga,Vikhroli,20,10
Matunga,Kurla,39,20
Matunga,Grant Road,16,10
Matunga,Santacruz,29,15
Matunga,Byculla,31,15
Matunga,Wadala Road,18,10
Matunga,Marine Lines,5,5
Matunga,Dockyard Road,29,15
Matunga,Ghatkopar,22,15
Matunga,Mulund,32,15
Matunga,Nahur,15,10
Matunga,Thakurli,30,15
Matunga,Chunabhatti,47,20
Matunga,Mahalaxmi,2,5
Matunga,Currey Road,13,10
Matunga,Bhayandar,47,20
Matunga,Matunga Road,6,5
Matunga,Malad,8,5
Matunga,Chhatrapati Shivaji Maharaj Terminus,29,15
Matunga,Kopar,9,5
Matunga,Vile Parle,25,15
Matunga,Chinchpokli,36,20
Matunga,Kalyan Junction,20,10
Matunga,Lower Parel,44,20
Matunga,Masjid,17,10
Matunga,Mira Road,27,15
Matunga,Andheri,28,15
Matunga,Mumbra,47,20
Matunga,Tilak Nagar,5,5
Matunga,Sion,32,15
Matunga,Dahisar,36,20
Matunga,Prabhadevi,8,5
Matunga,Parel,16,10
Matunga,Chembur,20,10
Matunga,Sanpada,30,15
Matunga,Kanjur Marg,44,20
Matunga,Charni Road,50,20
Matunga,Diva Junction,31,15
Matunga,Ram Mandir,7,5
Matunga,Mankhurd,2,5
Matunga,Borivali,23,15
Matunga,Guru Tegh Bahadur Nagar,47,20
Matunga,Mumbai Central,31,15
Matunga,Bandra,46,20
Matunga,Sewri,13,10
Matunga,Vidyavihar,36,20
Matunga,Khar Road,9,5
Matunga,Kandivli,17,10
Matunga,Jogeshwari,31,15
Matunga,Cotton Green,50,20
Matunga,Panvel,13,10
Matunga,Bhandup,31,15
Matunga,Naigaon,16,10
Matunga,Churchgate,41,20
Matunga,Vashi,48,20
Matunga,Kalwa,8,5
Matunga,Reay Road,22,15
Matunga,Mahim Junction,26,15
Matunga,Thane,32,15
Matunga,Nallasopara,34,15
Matunga,Vasai Road,27,15
Matunga,Virar,28,15
Mankhurd,Dadar,26,15
Mankhurd,Goregaon,39,20
Mankhurd,Sandhurst Road,39,20
Mankhurd,Dombivli,12,10
Mankhurd,Vikhroli,19,10
Mankhurd,Kurla,38,20
Mankhurd,Grant Road,17,10
Mankhurd,Santacruz,28,15
Mankhurd,Byculla,30,15
Mankhurd,Wadala Road,17,10
Mankhurd,Marine Lines,4,5
Mankhurd,Dockyard Road,28,15
Mankhurd,Ghatkopar,21,15
Mankhurd,Mulund,31,15
Mankhurd,Nahur,14,10
Mankhurd,Thakurli,29,15
Mankhurd,Chunabhatti,46,20
Mankhurd,Mahalaxmi,1,5
Mankhurd,Currey Road,12,10
Mankhurd,Bhayandar,46,20
Mankhurd,Matunga Road,7,5
Mankhurd,Malad,7,5
Mankhurd,Chhatrapati Shivaji Maharaj Terminus,30,15
Mankhurd,Kopar,8,5
Mankhurd,Vile Parle,28,15
Mankhurd,Chinchpokli,37,20
Mankhurd,Kalyan Junction,19,10
Mankhurd,Lower Parel,43,20
Mankhurd,Masjid,16,10
Mankhurd,Mira Road,26,15
Mankhurd,Andheri,27,15
Mankhurd,Mumbra,48,20
Mankhurd,Tilak Nagar,4,5
Mankhurd,Sion,21,15
Mankhurd,Dahisar,37,20
Mankhurd,Prabhadevi,7,5
Mankhurd,Parel,15,10
Mankhurd,Chembur,21,15
Mankhurd,Sanpada,23,15
Mankhurd,Kanjur Marg,43,20
Mankhurd,Charni Road,1,5
Mankhurd,Diva Junction,30,15
Mankhurd,Ram Mandir,6,5
Mankhurd,Matunga,2,5
Mankhurd,Borivali,22,15
Mankhurd,Guru Tegh Bahadur Nagar,46,20
Mankhurd,Mumbai Central,30,15
Mankhurd,Bandra,45,20
Mankhurd,Sewri,12,10
Mankhurd,Vidyavihar,35,15
Mankhurd,Khar Road,10,10
Mankhurd,Kandivli,16,10
Mankhurd,Jogeshwari,30,15
Mankhurd,Cotton Green,1,5
Mankhurd,Panvel,14,10
Mankhurd,Bhandup,30,15
Mankhurd,Naigaon,15,10
Mankhurd,Churchgate,42,20
Mankhurd,Vashi,47,20
Mankhurd,Kalwa,45,20
Mankhurd,Reay Road,23,15
Mankhurd,Mahim Junction,27,15
Mankhurd,Thane,31,15
Mankhurd,Nallasopara,33,15
Mankhurd,Vasai Road,26,15
Mankhurd,Virar,27,15
Borivali,Dadar,47,20
Borivali,Goregaon,10,10
Borivali,Sandhurst Road,18,10
Borivali,Dombivli,11,10
Borivali,Vikhroli,48,20
Borivali,Kurla,17,10
Borivali,Grant Road,38,20
Borivali,Santacruz,7,5
Borivali,Byculla,43,20
Borivali,Wadala Road,6,5
Borivali,Marine Lines,33,15
Borivali,Dockyard Road,7,5
Borivali,Ghatkopar,2,5
Borivali,Mulund,10,10
Borivali,Nahur,43,20
Borivali,Thakurli,44,20
Borivali,Chunabhatti,25,15
Borivali,Mahalaxmi,30,15
Borivali,Currey Road,11,10
Borivali,Bhayandar,25,15
Borivali,Matunga Road,28,15
Borivali,Malad,36,20
Borivali,Chhatrapati Shivaji Maharaj Terminus,1,5
Borivali,Kopar,15,10
Borivali,Vile Parle,49,20
Borivali,Chinchpokli,8,5
Borivali,Kalyan Junction,48,20
Borivali,Lower Parel,30,15
Borivali,Masjid,45,20
Borivali,Mira Road,5,5
Borivali,Andheri,6,5
Borivali,Mumbra,19,10
Borivali,Tilak Nagar,33,15
Borivali,Sion,42,20
Borivali,Dahisar,8,5
Borivali,Prabhadevi,36,20
Borivali,Parel,8,5
Borivali,Chembur,42,20
Borivali,Sanpada,44,20
Borivali,Kanjur Marg,22,15
Borivali,Charni Road,22,15
Borivali,Diva Junction,43,20
Borivali,Ram Mandir,35,15
Borivali,Matunga,23,15
Borivali,Mankhurd,22,15
Borivali,Guru Tegh Bahadur Nagar,25,15
Borivali,Mumbai Central,43,20
Borivali,Bandra,28,15
Borivali,Sewri,41,20
Borivali,Vidyavihar,14,10
Borivali,Khar Road,31,15
Borivali,Kandivli,45,20
Borivali,Jogeshwari,9,5
Borivali,Cotton Green,22,15
Borivali,Panvel,35,15
Borivali,Bhandup,43,20
Borivali,Naigaon,8,5
Borivali,Churchgate,13,10
Borivali,Vashi,26,15
Borivali,Kalwa,16,10
Borivali,Reay Road,44,20
Borivali,Mahim Junction,48,20
Borivali,Thane,10,10
Borivali,Nallasopara,12,10
Borivali,Vasai Road,5,5
Borivali,Virar,6,5
Guru Tegh Bahadur Nagar,Dadar,21,15
Guru Tegh Bahadur Nagar,Goregaon,34,15
Guru Tegh Bahadur Nagar,Sandhurst Road,44,20
Guru Tegh Bahadur Nagar,Dombivli,35,15
Guru Tegh Bahadur Nagar,Vikhroli,24,15
Guru Tegh Bahadur Nagar,Kurla,43,20
Guru Tegh Bahadur Nagar,Grant Road,12,10
Guru Tegh Bahadur Nagar,Santacruz,33,15
Guru Tegh Bahadur Nagar,Byculla,17,10
Guru Tegh Bahadur Nagar,Wadala Road,30,15
Guru Tegh Bahadur Nagar,Marine Lines,9,5
Guru Tegh Bahadur Nagar,Dockyard Road,33,15
Guru Tegh Bahadur Nagar,Ghatkopar,26,15
Guru Tegh Bahadur Nagar,Mulund,36,20
Guru Tegh Bahadur Nagar,Nahur,19,10
Guru Tegh Bahadur Nagar,Thakurli,18,10
Guru Tegh Bahadur Nagar,Chunabhatti,1,5
Guru Tegh Bahadur Nagar,Mahalaxmi,6,5
Guru Tegh Bahadur Nagar,Currey Road,35,15
Guru Tegh Bahadur Nagar,Bhayandar,1,5
Guru Tegh Bahadur Nagar,Matunga Road,2,5
Guru Tegh Bahadur Nagar,Malad,12,10
Guru Tegh Bahadur Nagar,Chhatrapati Shivaji Maharaj Terminus,25,15
Guru Tegh Bahadur Nagar,Kopar,39,20
Guru Tegh Bahadur Nagar,Vile Parle,23,15
Guru Tegh Bahadur Nagar,Chinchpokli,32,15
Guru Tegh Bahadur Nagar,Kalyan Junction,24,15
Guru Tegh Bahadur Nagar,Lower Parel,4,5
Guru Tegh Bahadur Nagar,Masjid,21,15
Guru Tegh Bahadur Nagar,Mira Road,31,15
Guru Tegh Bahadur Nagar,Andheri,32,15
Guru Tegh Bahadur Nagar,Mumbra,43,20
Guru Tegh Bahadur Nagar,Tilak Nagar,9,5
Guru Tegh Bahadur Nagar,Sion,16,10
Guru Tegh Bahadur Nagar,Dahisar,32,15
Guru Tegh Bahadur Nagar,Prabhadevi,12,10
Guru Tegh Bahadur Nagar,Parel,32,15
Guru Tegh Bahadur Nagar,Chembur,16,10
Guru Tegh Bahadur Nagar,Sanpada,18,10
Guru Tegh Bahadur Nagar,Kanjur Marg,48,20
Guru Tegh Bahadur Nagar,Charni Road,46,20
Guru Tegh Bahadur Nagar,Diva Junction,17,10
Guru Tegh Bahadur Nagar,Ram Mandir,11,10
Guru Tegh Bahadur Nagar,Matunga,47,20
Guru Tegh Bahadur Nagar,Mankhurd,46,20
Guru Tegh Bahadur Nagar,Borivali,25,15
Guru Tegh Bahadur Nagar,Mumbai Central,17,10
Guru Tegh Bahadur Nagar,Bandra,2,5
Guru Tegh Bahadur Nagar,Sewri,17,10
Guru Tegh Bahadur Nagar,Vidyavihar,40,20
Guru Tegh Bahadur Nagar,Khar Road,5,5
Guru Tegh Bahadur Nagar,Kandivli,21,15
Guru Tegh Bahadur Nagar,Jogeshwari,35,15
Guru Tegh Bahadur Nagar,Cotton Green,46,20
Guru Tegh Bahadur Nagar,Panvel,9,5
Guru Tegh Bahadur Nagar,Bhandup,17,10
Guru Tegh Bahadur Nagar,Naigaon,32,15
Guru Tegh Bahadur Nagar,Churchgate,37,20
Guru Tegh Bahadur Nagar,Vashi,50,20
Guru Tegh Bahadur Nagar,Kalwa,40,20
Guru Tegh Bahadur Nagar,Reay Road,18,10
Guru Tegh Bahadur Nagar,Mahim Junction,22,15
Guru Tegh Bahadur Nagar,Thane,36,20
Guru Tegh Bahadur Nagar,Nallasopara,38,20
Guru Tegh Bahadur Nagar,Vasai Road,31,15
Guru Tegh Bahadur Nagar,Virar,32,15
Mumbai Central,Dadar,5,5
Mumbai Central,Goregaon,18,10
Mumbai Central,Sandhurst Road,10,10
Mumbai Central,Dombivli,19,10
Mumbai Central,Vikhroli,40,20
Mumbai Central,Kurla,9,5
Mumbai Central,Grant Road,46,20
Mumbai Central,Santacruz,49,20
Mumbai Central,Byculla,1,5
Mumbai Central,Wadala Road,14,10
Mumbai Central,Marine Lines,25,15
Mumbai Central,Dockyard Road,49,20
Mumbai Central,Ghatkopar,10,10
Mumbai Central,Mulund,2,5
Mumbai Central,Nahur,35,15
Mumbai Central,Thakurli,50,20
Mumbai Central,Chunabhatti,17,10
Mumbai Central,Mahalaxmi,22,15
Mumbai Central,Currey Road,33,15
Mumbai Central,Bhayandar,17,10
Mumbai Central,Matunga Road,36,20
Mumbai Central,Malad,28,15
Mumbai Central,Chhatrapati Shivaji Maharaj Terminus,9,5
Mumbai Central,Kopar,23,15
Mumbai Central,Vile Parle,7,5
Mumbai Central,Chinchpokli,16,10
Mumbai Central,Kalyan Junction,40,20
Mumbai Central,Lower Parel,38,20
Mumbai Central,Masjid,37,20
Mumbai Central,Mira Road,47,20
Mumbai Central,Andheri,48,20
Mumbai Central,Mumbra,27,15
Mumbai Central,Tilak Nagar,25,15
Mumbai Central,Sion,50,20
Mumbai Central,Dahisar,16,10
Mumbai Central,Prabhadevi,28,15
Mumbai Central,Parel,16,10
Mumbai Central,Chembur,50,20
Mumbai Central,Sanpada,2,5
Mumbai Central,Kanjur Marg,14,10
Mumbai Central,Charni Road,30,15
Mumbai Central,Diva Junction,1,5
Mumbai Central,Ram Mandir,27,15
Mumbai Central,Matunga,31,15
Mumbai Central,Mankhurd,30,15
Mumbai Central,Borivali,43,20
Mumbai Central,Guru Tegh Bahadur Nagar,17,10
Mumbai Central,Bandra,16,10
Mumbai Central,Sewri,33,15
Mumbai Central,Vidyavihar,6,5
Mumbai Central,Khar Road,39,20
Mumbai Central,Kandivli,37,20
Mumbai Central,Jogeshwari,1,5
